processed_text,label,original_text
answer bonus easy hmv play pound question send special voucher,1,"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
"
car guess might take usf well,0,"Usf I guess, might as well take 1 car
"
coming,0,"No objection. My bf not coming.
"
thanx,0,"Thanx...
"
tell,0,"Tell rob to mack his gf in the theater
"
awesome bit ill see,0,"Awesome, I'll see you in a bit
"
food like sent type,0,"Just sent it. So what type of food do you like?
"
done full swing yet,0,"All done? All handed in? Celebrations in full swing yet?
"
called got,0,"You got called a tool?
"
miss person someone special wen,0,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..
"
asked far money ok,0,"Ok. I asked for money how far
"
okie,0,"Okie...
"
get guy ill know last let night still think yeah,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down
"
class come early let might tonight,0,"K, I might come by tonight then if my class lets out early
"
ok,0,"Ok..
"
alright baby call fone friend girl give hi home hour im love thats xxx,0,"hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
"
call friend life lot love mean people world,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
"
good looking mail one real update,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.
"
ah hey name told,0,"Hey you told your name to gautham ah?
"
da feel found haf stupid working,0,"Haf u found him? I feel so stupid da v cam was working.
"
bit got oops,0,"Oops. 4 got that bit.
"
much,0,"Are you this much buzy
"
message please,0,"I accidentally deleted the message. Resend please.
"
apply call camera card claim customer end free go may offer pay phone sim,1,"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
"
go situation unless would,0,"Unless it's a situation where YOU GO GURL would be more appropriate
"
bslvyl day die end hurt keep life make miss nice one plz rose say stupid,0,"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
"
cant message phone pick pls right send,0,"I cant pick the phone right now. Pls send a message
"
already believe need run time week,0,"Need a coffee run tomo?Can't believe it's that time of week already
"
awesome first got last remember somebody time,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V
"
cant could night really save second shit somewhere think,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?
"
food go oh tonight want way,0,"Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
"
,0,"He is a womdarfull actor
"
check date send sm,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
"
book think yup,0,"Yup... From what i remb... I think should be can book... 
"
ask meet wana,0,"Jos ask if u wana meet up?
"
buy cause friendship lol stuff wont yes,0,"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
"
babe check content game keep mobile sport text tone wap,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468
"
,0,"Where are the garage keys? They aren't on the bookshelf
"
accept best brother dear lover mean rply sister today,0,"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
"
box play po quiz text think ur week weekly win,1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
"
buying call end friend give got he hell money say week,0,"He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
"
day find hi hope know lost normal real rest ur way wot,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.
"
day great made,0,"You made my day. Do have a great day too.
"
happy,0,"K.k:)advance happy pongal.
"
dunno forgot go got guess haha hmmm liao oso power thk,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...
"
dude friend im really,0,"Not really dude, have no friends i'm afraid :(
"
call camera co colour free latest mobile mths update,1,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
"
guess,0,"Coffee cake, i guess...
"
babe christmas kiss love merry ya,0,"Merry Christmas to you too babe, i love ya *kisses*
"
dont go haha hey lunch men watch,0,"Hey... Why dont we just go watch x men and have lunch... Haha 
"
bit bus co full gon hav im pete still tell,0,"cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
"
could flight get good great meet plan road somewhere take touch week weekend well would,0,"That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
"
problem,0,"No problem. How are you doing?
"
call,0,"No calls..messages..missed calls
"
class hi today,0,"Hi da:)how is the todays class?
"
good id know reading say thats well woman,0,"I'd say that's a good sign but, well, you know my track record at reading women
"
cool text youre,0,"Cool, text me when you're parked
"
im joke light meant read reading sent text,0,"I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
"
movie,0,"K.k:)apo k.good movie.
"
book could get immediately maybe return something tomo,0,"Maybe i could get book out tomo then return it immediately ..? Or something.
"
access call direct fixed line minute number per via,1,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
"
chance contact cool might number phone please soon,0,"Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
"
custcare day go pmsg quiz send special take trip valentine win,1,"Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
"
babe home still,0,"Ta-Daaaaa! I am home babe, are you still up ?
"
come cool havent,0,"Cool. So how come you havent been wined and dined before?
"
,0,"Just sleeping..and surfing
"
call ill later sorry,0,"Sorry, I'll call later
"
call calling hand phone right,0,"U calling me right? Call my hand phone...
"
great lot ok thanx thats,0,"Ok that's great thanx a lot.
"
come end happy hello must one post reading take text,0,"I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
"
,0,"Where u been hiding stranger?
"
like,0,"Am not interested to do like that.
"
round sister two yesterday,0,"My sister cleared two round in birla soft yesterday.
"
going,0,"Gudnite....tc...practice going on
"
case dis havent jus mail saw sent ur,0,"Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
"
one problem small,0,"One small prestige problem now.
"
cost fancy msg per txt txts,1,"Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
"
checking great miss month really seeing,0,"Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
"
cant help ive nah never,0,"Nah can't help you there, I've never had an iphone
"
car going half hour im youre,0,"If you're not in my car in an hour and a half I'm going apeshit
"
angry bcoz day ever good hurt im plz sorry today ur urself,0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
"
ever figure guy jay much need spend trying weed yo,0,"Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
"
ago ish ltgt minute,0,"&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
"
ex fine happy met say thank,0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.
"
awarded cd congratulation draw entry free gift guaranteed music txt ur voucher wkly,1,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
"
cash currently hgsuitelands pmsg pound rowwjhl send ur,1,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
"
always day evening every im late moment saturday since sleep work youre,0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.
"
got hello keep long st way,0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted
"
chikku cool ha,0,"Ha ha cool cool chikku chikku:-):-DB-)
"
oh ok prob,0,"Oh ok no prob..
"
check right,0,"Check audrey's status right now
"
busy finally finish looking meeting new trying year,0,"Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
"
afternoon always day good happy love smile sunshine think,0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always
"
care know take well worry,0,"Well i know Z will take care of me. So no worries.
"
